0.01,0.651092795,0.500992877
0.01,0.521786688,0.501850981
0.01,0.586092315,0.501845254
0.01,0.631052269,0.501793489
0.01,0.513307803,0.501969882
0.01,0.473656449,0.502827372
0.01,0.619972234,0.504289404
0.01,0.682646174,0.505058806
0.01,0.543516467,0.504707856
0.01,0.473137385,0.504825367
0.01,0.622086357,0.505370877
0.01,0.732929376,0.505139436
0.01,0.589636337,0.50545291
0.01,0.375515065,0.506536081
0.01,0.344258193,0.507348328
0.01,0.445184826,0.507453755
0.01,0.488806371,0.507346548
0.01,0.454353457,0.507281138
0.01,0.475161816,0.507315166
0.01,0.61334002,0.507534217
0.01,0.726898798,0.507068696
0.01,0.642349756,0.506048823
0.01,0.459611577,0.504139725
0.01,0.457362903,0.501170649
0.01,0.646515065,0.498895789
0.01,0.7241134,0.498436373
0.01,0.570375797,0.497341296
0.01,0.44662235,0.496287584
0.01,0.516089787,0.495070832
0.01,0.580163841,0.493447919
0.01,0.531228809,0.491168469
0.01,0.529090283,0.487994366
0.01,0.55615483,0.484570313
0.01,0.4508781,0.48217367
0.01,0.348200001,0.48019888
0.01,0.445086806,0.480063452
0.01,0.596921425,0.48158254
0.01,0.610989732,0.483719176
0.01,0.542201926,0.485299061
0.01,0.493963601,0.485342347
0.01,0.488789252,0.484599125
0.01,0.513933505,0.484431217
0.01,0.501589944,0.484146932
0.01,0.418036964,0.482441085
0.01,0.380470574,0.480633416
0.01,0.489802771,0.480491464
0.01,0.622662202,0.481167448
0.01,0.590066142,0.481891893
0.01,0.452829428,0.483419835
0.01,0.428677562,0.484758222
0.01,0.500104276,0.483813024
0.01,0.482918935,0.481163353
0.01,0.435704031,0.478596744
0.01,0.527048487,0.476192305
0.01,0.635956937,0.473767582
0.01,0.569073378,0.471962069
0.01,0.451639291,0.470723483
0.01,0.478162633,0.469611509
0.01,0.542571725,0.469327791
0.01,0.490950318,0.470712843
0.01,0.442412697,0.473115568
0.01,0.510028502,0.475274303
0.01,0.548570439,0.476787433
0.01,0.463948114,0.477746304
0.01,0.396940619,0.477929118
0.01,0.450859029,0.477183253
0.01,0.565031911,0.475980128
0.01,0.651217268,0.4750647
0.01,0.665638884,0.474848104
0.01,0.634448206,0.475193519
0.01,0.603766638,0.475518851
0.01,0.517347969,0.475340574
